genes,class,ppi_score,kfe_score,fit_score,exp_score,bla_score
b3836	b4237,1.0,0.7540446519851685,0.8547119677066803,1.0792806148529053,0.8359645366668701,0.7470299005508423
b3652	b3842,1.0,1.0740641832351685,1.6799561023712155,1.1292317867279054,0.8900660991668701,1.1497642755508424
b1214	b2296,1.0,1.4100016832351685,0.9608887195587158,1.1110066890716552,1.01897234916687,0.9721275568008424
b1623	b2022,1.0,0.6106852769851685,0.901733446121216,0.9053914427757264,0.9461207866668702,0.6427330255508423
b0114	b3774,1.0,0.9536540269851684,0.838159230351448,0.8720540463924408,0.8686793804168701,0.7698814630508423
b3368	b3580,1.0,0.8124430894851684,0.5529785633087159,0.4223714351654052,0.6682887554168702,0.7271080255508423
b0004	b0953,1.0,0.6533610582351684,0.8921631395816803,0.9479573726654053,0.6921168804168701,0.7725181818008423
b2898	b4177,1.0,0.6203532457351685,0.6034912586212158,0.8710530698299408,0.8200465679168701,0.5810142755508423
b2608	b2752,1.0,0.6429118394851685,0.8761597216129303,0.8051839292049408,0.7105739116668701,0.7310142755508423
b1234	b1643,1.0,1.4764079332351685,0.9546997547149658,1.2377522945404054,1.37365984916687,1.2259361505508424
b2134	b3842,1.0,0.9976969957351683,1.453991746902466,1.9797200679779048,1.85559344291687,1.2051353693008422
b0026	b3772,1.0,0.7382243394851684,0.7397705614566803,0.7251790583133697,0.8030543804168702,0.6072838068008423
b0243	b1924,1.0,0.7668376207351685,0.8739136278629303,1.5303060054779052,0.8997340679168702,0.8790611505508423
b1308	b4544,1.0,0.8236735582351684,0.8759644091129303,0.9411824703216553,0.7892848491668701,0.8153892755508423
b1868	b4028,1.0,0.9760661363601684,0.9335571765899658,0.9406209349632264,0.91897234916687,1.1407799005508423
b1492	b3008,1.0,0.7674235582351685,0.7997681181877851,0.9136556148529053,0.5232692241668702,0.7021080255508423
b1832	b3227,1.0,2.2802165031433104,0.9310547351837158,0.9061482906341553,0.9993434429168702,0.8299400568008423
b2464	b2516,1.0,1.2720134019851683,1.142041063308716,1.2982747554779053,1.65393328666687,1.6149009943008423
b2675	b3612,1.0,0.9274333238601684,0.8659912645816803,1.2045247554779053,0.8792262554168702,0.8976158380508423
b0072	b3172,1.0,0.6738688707351684,0.7083008348941803,0.9682454586029052,0.4913356304168701,0.6956627130508423
b0734	b2425,1.0,0.5943766832351685,0.6661743640899658,0.6203450560569763,0.9085231304168702,0.5864830255508423
b2764	b3437,1.0,0.6145915269851685,0.7525146991014481,0.8854573667049408,0.6167262554168701,0.6619713068008423
b1407	b2258,1.0,0.9435466051101684,0.9852478504180908,0.6539998531341553,1.63840594291687,0.8431236505508423
b2557	b4106,1.0,0.7412516832351684,0.8763916552066803,1.1124593257904052,0.7825465679168702,0.6942955255508423
b1623	b1693,1.0,0.9175212144851684,1.002990770339966,0.8189046442508697,0.7261989116668701,0.7771080255508422
b1749	b2752,1.0,0.7475016832351684,0.7674316912889481,0.7430745542049408,0.8203395366668701,0.6541588068008423
b2258	b3094,1.0,1.1919841051101685,1.019055223464966,0.8953450739383697,0.8364528179168701,1.1456627130508423
b3281	b3380,1.0,0.5861735582351685,0.5230835437774658,0.7299153745174408,0.6005153179168701,0.4753502130508423
b3198	b4245,1.0,0.5533610582351685,0.6920410633087158,0.8113851130008698,0.6711207866668701,0.6560142755508422
b2463	b2516,1.0,0.9288493394851683,1.3139893054962155,1.0505208492279052,1.47649188041687,1.0051353693008422
b1643	b2901,1.0,2.0667399644851683,1.2967163562774655,1.4497884273529054,1.34533953666687,0.9956627130508424
b2414	b3466,1.0,0.4948649644851685,0.8752197802066803,0.9298665404319764,0.7844996929168702,0.7573814630508423
b2414	b3483,1.0,0.5887126207351685,0.6924866199493408,0.8660726130008698,0.7824489116668701,0.7987877130508423
b2637	b3817,1.0,1.3613688707351683,0.8657471239566803,0.8949178159236908,0.8686793804168701,0.8101158380508423
b2637	b3198,1.0,1.0313884019851685,0.8534058153629303,1.0033162593841554,1.0259059429168702,0.8904869318008423
b1260	b1832,1.0,0.6719645738601685,0.9983398914337158,0.8549886167049408,0.7181910991668701,1.0857994318008424
b2913	b4307,1.0,0.6143962144851685,0.9262939929962158,0.7969808161258698,0.6485621929168701,0.7195884943008423
b3172	b4373,1.0,0.7447673082351685,0.8707642138004303,0.9056477963924408,0.7988551616668701,0.7969322443008423
b0114	b2818,1.0,0.9881266832351684,0.9220947742462158,0.9640218257904052,1.1137965679168702,0.8290611505508423
b1263	b1306,1.0,0.4407634019851684,0.6875000476837159,0.6238973140716553,0.7422145366668701,0.6853111505508422
b0080	b3058,1.0,0.5980876207351684,0.6532715320587158,0.9591145873069764,0.8654567241668701,0.8294517755508423
b0638	b3368,1.0,0.5571696519851684,0.5849853992462158,0.6401204586029052,0.5573512554168701,0.7636314630508423
b3224	b3956,1.0,0.4409587144851684,0.4631836414337158,0.6646565914154052,0.3949489116668701,0.3080650568008423
b3412	b4172,1.0,0.8322673082351685,0.7851807162165642,0.8722249567508698,0.8561793804168701,0.7453697443008422
b2288	b2425,1.0,0.7756266832351685,0.8370483905076981,1.016853857040405,1.15276141166687,0.8683189630508423
b1280	b1693,1.0,0.7184977769851685,0.6348145008087158,0.9295735836029052,0.6377223491668701,0.6596275568008423
b0075	b2793,1.0,0.7235759019851684,0.5298950672149658,0.6884602904319763,0.7114528179168701,0.7788658380508423
b2280	b4177,1.0,0.8364665269851684,0.6139282703399658,0.8628011167049408,1.0218043804168702,0.7576744318008423
b2557	b2631,1.0,0.7349040269851684,0.8646606981754303,0.9345052242279052,0.5449489116668701,0.7914634943008423
b0243	b4385,1.0,0.6258219957351685,0.8902100145816803,0.7955159604549408,0.7067653179168701,0.7336509943008422
b2410	b2416,1.0,0.9066813707351684,0.8429321795701981,0.7180501520633698,0.7682887554168701,0.7561119318008422
b0013	b2065,1.0,1.0170329332351684,1.2693359851837158,1.3311971187591554,1.03293719291687,1.9091392755508425
b2207	b4218,1.0,0.8116130113601685,0.8685547411441803,0.9839070796966553,0.8641871929168701,0.9488853693008424
b1661	b2764,1.0,0.6312907457351684,0.761560109257698,0.9114583373069765,0.7641871929168701,0.8169517755508423
b1291	b3829,1.0,0.5632243394851685,0.7773804232478142,0.6563313841819763,0.5745387554168702,0.5818931818008423
b2499	b2705,1.0,0.7111735582351685,0.7465088427066803,0.7951741635799408,0.5131129741668701,0.7795494318008422
b2516	b3052,1.0,1.0764079332351684,1.446350145339966,1.2987386226654052,1.9219020366668704,1.2571861505508424
b3466	b3842,1.0,1.3903727769851684,1.6916870594024658,1.670955443382263,1.5322535991668702,1.8363853454589845
b2851	b3715,1.0,1.1274821519851683,0.772943165898323,1.3970174312591552,1.1245387554168702,0.9486900568008424
b3842	b4237,1.0,1.1102946519851684,1.4608032703399658,1.9347005605697631,1.28293719291687,1.1086509943008422
b0163	b3964,1.0,0.8663493394851685,1.0021545886993408,0.9848226070404053,1.6931910991668702,0.9106041193008424
b0178	b2417,1.0,0.9360759019851684,0.9428467273712158,1.1050374507904053,1.3188746929168702,0.9721275568008424
b3035	b3842,1.0,0.8927165269851685,0.8930176317691803,0.8569905817508697,0.9666285991668702,0.8547447443008422
b0810	b2532,1.0,1.0409587144851684,1.381958055496216,0.9902913451194764,1.24114031791687,1.0398033380508422
b1495	b2024,1.0,0.6195719957351684,0.7029175341129303,0.8925496637821198,0.5435817241668701,0.6811119318008423
b4193	b4214,1.0,0.4740641832351684,0.6239380359649658,0.7146809995174408,0.6993434429168701,0.7595299005508422
b1062	b3875,1.0,0.7828044176101685,0.8735962450504303,0.8467855036258698,0.5190700054168701,0.8724205255508423
b0243	b4028,1.0,0.5111735582351684,0.774499562382698,0.7355794370174408,0.6782496929168701,0.6444908380508423
b2532	b3961,1.0,1.0494059801101685,1.3156494617462158,0.9984700679779052,1.6990504741668702,0.9557213068008424
b0075	b2516,1.0,0.9454509019851683,0.9307068347930908,0.9188558101654052,0.8515895366668701,1.1982994318008422
