genes,class,ppi_score,kfe_score,fit_score,exp_score,bla_score
b2425	b3167,1.0,0.6129285812377929,0.8806002020835877,0.7876266479492188,0.6949949502944947,0.776581597328186
b3652	b3842,1.0,1.213221549987793,1.6206392765045166,0.9269699096679688,0.8048582315444947,1.033515191078186
b1623	b2022,1.0,0.607850456237793,0.8524141669273376,0.9463058471679688,0.9476316690444946,0.658905816078186
b0114	b3774,1.0,0.764686393737793,0.7459566473960877,0.7408126831054688,0.6594480752944947,0.701874566078186
b3368	b3580,1.0,0.719178581237793,0.5703096866607666,0.4366866946220398,0.5732176065444946,0.556366753578186
b0594	b3612,1.0,0.898475456237793,0.9305757880210876,0.9168380618095398,0.9228269815444946,1.261249566078186
b2898	b4177,1.0,0.592567253112793,0.6285250067710877,0.8308761477470398,0.4968504190444946,0.665937066078186
b2608	b2752,1.0,0.8263074874877929,1.0062105655670166,0.9725265383720398,0.8196043252944947,0.8042183160781861
b1234	b1643,1.0,1.202674674987793,0.9886995673179626,1.1561691284179687,1.0192137002944943,1.047382378578186
b2134	b3842,1.0,1.109998893737793,1.6435884952545166,2.5148849487304688,1.9913816452026367,1.452558159828186
b0026	b3772,1.0,0.575428581237793,0.6938814520835876,0.8033859252929687,0.5649168252944946,0.645331597328186
b0243	b1924,1.0,0.844959831237793,0.9280977606773376,1.7266525030136108,0.8811277627944947,1.004218316078186
b1492	b3008,1.0,0.789002799987793,0.8055635832250119,0.9265914797782898,0.5542722940444946,0.7603706598281861
b2464	b2516,1.0,1.050916862487793,1.1410982489585877,1.4333908081054687,1.6454832315444947,1.681952691078186
b2675	b3612,1.0,0.847645378112793,0.8599214911460876,0.9778976440429688,0.8752683877944947,0.838690972328186
b0072	b3172,1.0,0.577723503112793,0.7487398505210876,0.7993575930595398,0.5251707315444947,0.5777534723281861
b0734	b2425,1.0,0.702088737487793,0.7089327216148377,0.6618576049804688,0.9314207315444948,0.751874566078186
b1924	b2833,1.0,0.859315299987793,0.9391390204429626,0.7278488159179688,0.9401121377944948,1.004804253578186
b2147	b2752,1.0,0.782069206237793,0.8715792059898376,0.8173019409179687,0.9197019815444948,0.814374566078186
b2764	b3437,1.0,0.4082410812377929,0.6760591864585876,0.8003829836845398,0.5677488565444946,0.661933159828186
b1855	b2516,1.0,0.8399793624877929,1.4696627140045166,0.9033859133720398,1.3720457315444947,1.328534722328186
b1407	b2258,1.0,0.8902723312377929,1.0237215518951417,0.7007492065429688,1.9490965604782104,0.933515191078186
b1749	b2752,1.0,0.829920768737793,0.8602632880210876,0.8164962649345398,0.9790769815444946,0.700507378578186
b3075	b3961,1.0,1.012049674987793,1.2864717960357666,0.9804733157157898,1.7694090127944946,0.938983941078186
b1783	b3671,1.0,0.668690299987793,0.8019136808812618,0.6592697143554688,0.6773191690444946,0.647382378578186
b3198	b4245,1.0,0.622889518737793,0.7381319403648376,0.8533370852470398,0.7330808877944947,0.657929253578186
b2463	b2516,1.0,0.959315299987793,1.4494356632232666,1.0389083743095398,1.4642332315444946,0.952460503578186
b1643	b2901,1.0,2.1744520902633666,1.3938692569732667,1.5796310424804687,1.579369950294495,1.135858941078186
b2414	b3466,1.0,0.723573112487793,0.8447969824075698,0.8849777102470398,0.8495847940444946,0.644257378578186
b2414	b3483,1.0,0.625037956237793,0.7523348242044449,0.8773849487304688,0.8602293252944946,0.8580269098281861
b2637	b3817,1.0,1.443494987487793,0.8584871649742126,0.8634323000907898,0.9825926065444948,0.8077339410781861
b2637	b3198,1.0,1.142420768737793,0.8668917059898377,0.9340988039970398,1.082299637794495,0.926874566078186
b1260	b1832,1.0,0.695155143737793,1.0135347843170166,0.8617843508720398,0.6459715127944946,1.122675347328186
b2913	b4307,1.0,0.660096549987793,0.9434419989585876,0.7797775268554688,0.7868894815444947,0.720429253578186
b3172	b4373,1.0,0.7472059249877929,0.9156099677085876,0.8215011477470398,0.7922605752944947,0.6812690973281861
b0243	b0713,1.0,0.550037956237793,0.6702364325523377,0.7319991946220398,0.6210691690444946,0.7525581598281861
b2312	b3786,1.0,0.844080924987793,0.9418794989585876,0.9607833743095398,0.7255613565444946,0.608710503578186
b0080	b3058,1.0,0.612537956237793,0.6007051825523376,0.8171066164970398,0.8089597940444946,0.7984565973281861
b0638	b3368,1.0,0.632166862487793,0.6479341864585877,0.7183273196220398,0.6339597940444947,0.7050972223281861
b3412	b4172,1.0,0.935291862487793,0.8627046942710876,0.9035323977470398,0.9003660440444946,0.711737847328186
b2288	b2425,1.0,0.823280143737793,0.8232637792825699,0.9670333743095398,1.0064207315444946,0.883515191078186
b1521	b2532,1.0,0.909510612487793,0.8444185644388199,0.9248214602470398,0.7723387002944946,0.8858589410781861
b1280	b1693,1.0,0.8023817062377929,0.6791963934898376,0.8671066284179687,0.5851316690444947,0.776093316078186
b0075	b2793,1.0,0.693299674987793,0.4912325382232666,0.6342208862304688,0.6105222940444947,0.719648003578186
b2280	b4177,1.0,0.863514518737793,0.5994234561920166,0.9137374758720398,0.9013426065444946,0.757538628578186
b0243	b4385,1.0,0.668885612487793,0.8857149481773376,0.8492111206054688,0.7015379190444946,0.734101128578186
b2410	b2416,1.0,0.8790418624877929,0.8382295995950699,0.6682784914970398,0.8633543252944946,0.7091011285781861
b0450	b2752,1.0,0.7901746749877929,0.9300142645835876,0.8403365969657898,0.9518308877944948,0.849921441078186
b0651	b1302,1.0,0.9434949874877928,0.8471407324075699,0.9042648196220398,0.8322996377944947,0.991913628578186
b2207	b4218,1.0,0.7196180343627929,0.8909273505210876,1.0934249877929687,0.9655027627944948,0.964862847328186
b1661	b2764,1.0,0.7486707687377929,0.7558443456888199,0.7991867065429688,0.6841551065444946,0.679608941078186
b0178	b3983,1.0,1.279334831237793,1.3841402530670166,1.0121994018554688,0.9683347940444946,1.504706597328186
b2516	b3052,1.0,0.986756706237793,1.2956392765045166,1.3319015502929688,1.9589597940444947,1.101190972328186
b3466	b3842,1.0,1.337440299987793,1.5928194522857666,1.3824386596679688,1.3394285440444946,1.840741753578186
b2851	b3715,1.0,0.932948112487793,0.7542635351419449,1.15802458524704,1.0053465127944947,1.003241753578186
b0178	b2417,1.0,0.821815299987793,0.9970064520835876,1.1837814331054688,1.623803544044495,0.951483941078186
b3035	b3842,1.0,0.8653699874877929,0.9830904364585876,1.1814376831054687,1.4185301065444946,0.8629097223281861
b1495	b2024,1.0,0.6168348312377929,0.7755953222513199,0.6846359133720398,0.5355222940444946,0.649335503578186
b1643	b1926,1.0,1.239100456237793,0.9296602606773376,0.9375167846679688,1.181909012794495,1.326581597328186
b0075	b4114,1.0,0.7281629562377929,0.6620211005210876,0.5315597414970398,0.5688230752944946,0.660077691078186
b2673	b3337,1.0,0.935389518737793,0.8001192472875118,1.0302902221679688,0.8431394815444946,0.898358941078186
b4218	b4309,1.0,0.9713270187377928,1.1640230655670163,0.9366622924804688,0.6838621377944947,0.8769722223281861
b1214	b3175,1.0,1.033436393737793,1.0719088077545167,1.0617721557617188,0.9409910440444946,1.097577691078186
b2867	b3612,1.0,0.965418815612793,1.1794283390045166,1.4839645385742188,1.203393387794495,1.049530816078186
b2922	b3612,1.0,1.817225456237793,0.8984957098960876,0.8487838625907898,0.9985105752944946,0.874726128578186
b1130	b4218,1.0,0.792957878112793,0.8111055754125118,1.0856124877929687,1.001244950294495,1.328925347328186
b3192	b3842,1.0,0.874940299987793,0.9334200263023376,0.8130538940429688,0.8947019815444947,1.020233941078186
b3085	b3389,1.0,0.4422254562377929,0.5908785343170166,0.4162277102470398,0.2540769815444946,0.642890191078186
b3233	b3772,1.0,0.858338737487793,0.7146456122398377,0.6729659914970398,0.5358152627944947,0.630097222328186
b2037	b3472,1.0,0.7008192062377929,0.9080477118492126,0.9622116088867188,0.8761472940444947,0.798261284828186
b0313	b3360,1.0,0.754823112487793,0.7248995184898377,0.6717941164970398,0.7272215127944947,0.5708198785781861
b2097	b3058,1.0,0.660682487487793,0.7498384833335876,0.7018844604492187,0.6911863565444947,0.739081597328186
b0908	b3679,1.0,0.508631706237793,0.6557588934898376,0.7500900268554688,0.6809324502944947,0.684003472328186
b2425	b4172,1.0,0.868592643737793,0.8788423895835876,1.0594650268554688,0.7621824502944946,0.890839409828186
b2827	b3412,1.0,0.896522331237793,0.8799410223960876,1.0059982299804688,0.9220457315444948,0.674628472328186
b0163	b0953,1.0,1.053553581237793,0.9649019598960876,0.9721359252929688,1.0760496377944946,1.789081597328186
b0163	b1926,1.0,0.851893424987793,0.9559175848960876,1.6230026245117188,1.106225419044495,0.871894097328186
b0585	b3671,1.0,0.656678581237793,0.8144747167825699,0.7276412844657898,0.6545652627944947,0.7061714410781861
b3014	b3829,1.0,0.7100965499877929,0.8403780370950699,0.9085861086845398,0.7942137002944947,0.818183159828186
b2311	b3842,1.0,1.002674674987793,1.1154146671295166,1.0815353393554688,1.1128660440444946,1.094745659828186
b1937	b2024,1.0,0.8526746749877929,0.8626192450523377,0.9666427612304688,1.0580808877944947,0.821112847328186
b2425	b2544,1.0,0.805213737487793,0.9466646552085876,0.8914108276367188,0.9342527627944948,0.716620659828186
b0623	b2574,1.0,0.7335340499877929,0.6550875067710876,0.6389328002929687,0.4799558877944946,0.555976128578186
b1406	b2022,1.0,0.523866081237793,0.5136934757232666,0.6990890383720398,0.5435301065444946,0.516034722328186
b2097	b3085,1.0,0.7872449874877929,0.8941133856773377,0.8977218508720398,0.9886472940444946,0.901288628578186
b0074	b0810,1.0,0.748475456237793,0.8837007880210876,0.9451583743095398,0.9189695596694948,0.857343316078186
b1744	b2752,1.0,0.757166862487793,0.8195650488138199,0.8378585696220398,0.9272215127944946,0.8789253473281861
b1214	b4046,1.0,0.923768424987793,0.9599214911460876,1.3318038940429688,0.8282957315444947,0.981659722328186
b0734	b2600,1.0,0.5807020187377929,0.8020845793187619,0.8686935424804687,0.8056394815444946,0.7100776910781861
b0075	b1392,1.0,0.787537956237793,0.8855806708335876,0.8521408081054688,0.6269285440444946,0.923261284828186
b0810	b4218,1.0,1.7208875656127929,2.1152804136276244,1.2963546752929689,1.939233231544495,1.356073784828186
b2258	b3247,1.0,0.950379753112793,0.8114839933812619,1.0449630737304687,0.8357176065444947,0.796308159828186
b0013	b3714,1.0,0.914100456237793,0.9215669989585876,1.3030197143554687,0.7912840127944947,0.936542534828186
b0741	b2516,1.0,0.993885612487793,1.0198824405670166,1.0777267456054689,0.9968504190444948,1.062519097328186
b1614	b3415,1.0,1.282459831237793,1.7743502140045166,1.4586715698242188,1.0122801065444946,1.024042534828186
b0075	b2416,1.0,0.7755262374877929,0.8590914130210876,1.4361739993095397,1.2520262002944946,0.733612847328186
b1614	b3472,1.0,0.835438346862793,1.2928926944732666,1.0164474487304689,0.8783933877944946,0.7945503473281861
b0450	b3177,1.0,0.581580924987793,0.9196260809898376,0.8255416750907898,0.7622801065444946,0.825995659828186
b1015	b3075,1.0,0.972010612487793,0.9173189520835876,1.1099410891532897,1.6193113565444943,0.981952691078186
b0286	b2516,1.0,0.946522331237793,1.0729830145835877,1.0627853274345398,1.1156004190444946,0.926874566078186
b2499	b4203,1.0,0.763612174987793,0.5957735538482666,0.5992355346679688,0.7992918252944946,0.654999566078186
b0477	b3075,1.0,1.017420768737793,0.9744356513023376,1.0909103393554689,1.3602293252944946,1.436737847328186
b2557	b3415,1.0,0.596912956237793,0.8129610449075699,0.8888107299804687,0.8288816690444947,0.719452691078186
b2465	b2838,1.0,0.645545768737793,0.7803072363138199,0.7667648196220398,0.6454832315444946,0.6577339410781861
b3357	b3715,1.0,0.8311902999877929,0.9707369208335876,0.7998458743095398,0.9375730752944946,0.5434761285781861
b0026	b3607,1.0,0.733631706237793,0.8931978583335877,1.0257247924804689,0.8705808877944946,0.7993355035781861
b1521	b3337,1.0,1.141639518737793,1.2158541083335876,0.9840988039970398,1.1957762002944947,0.6845894098281861
b1251	b3961,1.0,1.0512098312377929,0.9294527411460876,0.8047164916992188,0.6478269815444946,0.879315972328186
b2833	b3378,1.0,0.918397331237793,0.8677584052085876,0.7966720461845398,0.9476316690444946,0.866913628578186
b2516	b3912,1.0,1.130409049987793,1.2591158390045163,1.7097091674804688,2.3988035678863526,1.317890191078186
b0116	b2425,1.0,0.5953504562377929,0.7702974706888199,0.9361251831054688,0.7524168252944946,0.800702691078186
b0013	b2892,1.0,1.5394910812377929,1.5597750186920163,1.0483322143554688,0.9622801065444946,1.601386284828186
b1744	b2024,1.0,0.802674674987793,0.8839083075523376,0.9447677612304688,0.8919676065444946,0.7076362848281861
b1363	b2594,1.0,1.439198112487793,0.9536898016929628,1.1806564331054688,1.1167722940444946,0.927558159828186
b3842	b3873,1.0,1.3236707687377929,0.9046236395835876,0.8280929565429688,0.8280027627944946,0.772284722328186
b0163	b2892,1.0,0.979920768737793,0.9968111395835876,0.8638351321220398,1.093041825294495,0.846991753578186
b2061	b2600,1.0,0.780994987487793,0.8879610419273376,0.9376144289970398,0.8642332315444946,0.822089409828186
b1638	b4544,1.0,1.474940299987793,1.1490389347076415,0.6322677612304688,1.303491044044495,0.8941597223281861
b0013	b0074,1.0,0.796424674987793,0.9526583075523376,0.8154952883720398,0.8862058877944946,0.8414253473281861
b2147	b3172,1.0,0.824940299987793,0.7877901457250118,1.0648605346679687,0.6422605752944947,0.858808159828186
b2718	b4218,1.0,1.153944206237793,1.1628267765045166,0.9553512454032898,0.7381590127944946,0.954804253578186
b3261	b4515,1.0,0.878260612487793,0.7377413153648377,1.1557785034179688,0.9418699502944946,0.736151909828186
b2424	b3612,1.0,1.036268424987793,0.8283174902200698,0.7933029055595398,0.6420652627944946,0.9004097223281861
b2287	b2312,1.0,0.986073112487793,0.9097505927085876,1.0735519409179688,0.9055418252944948,0.7667183160781861
b2557	b4307,1.0,0.671229362487793,0.9389498114585876,0.8306075930595398,0.7173582315444946,0.877655816078186
b1250	b3360,1.0,0.7205945968627929,0.8740328192710877,0.8155441284179688,0.6701902627944947,0.854218316078186
b0386	b3842,1.0,0.707752799987793,0.8336763769388199,1.5633468627929688,0.9011472940444948,0.884980034828186
b2368	b3829,1.0,0.829823112487793,0.9225801825523376,0.8512374877929687,0.7936277627944947,0.868573784828186
b4242	b4245,1.0,0.7423231124877929,0.7489961981773376,0.8205489993095398,0.7122801065444946,0.7900581598281861
b2425	b2631,1.0,0.719959831237793,0.8386690527200699,0.6760421633720398,0.6893308877944946,0.7813667535781861
b0242	b4248,1.0,0.876893424987793,0.8468599706888199,0.8250045776367188,0.7441160440444946,0.8380073785781861
b0072	b1693,1.0,0.2279676437377929,0.5868380069732666,0.6282638430595398,0.5553465127944947,0.5391792535781861
b0734	b2532,1.0,0.898768424987793,0.8767305761575699,1.0975387573242188,1.3862058877944947,0.746015191078186
b2366	b3870,1.0,0.692909049987793,0.7226778388023376,0.7146530032157898,0.7279051065444946,0.680390191078186
b2466	b3443,1.0,1.318202018737793,0.9316194891929628,0.8859664797782898,0.8956785440444947,0.894745659828186
b1214	b2360,1.0,1.019080924987793,0.9262056708335876,1.0356491088867188,0.8603269815444946,0.904608941078186
b0003	b0621,1.0,0.4383192062377929,0.8063814543187618,0.7469039797782898,0.6335691690444947,0.8589058160781861
b1925	b3075,1.0,0.987733268737793,0.9962496161460876,0.9194015502929688,0.9561277627944946,1.021015191078186
b2738	b4234,1.0,0.934608268737793,0.8838716864585876,0.9173629760742188,0.7536863565444947,1.081562066078186
b1263	b2544,1.0,0.864784049987793,0.9067842841148376,0.9448532104492188,0.7402097940444946,0.860565972328186
b2026	b2416,1.0,0.797303581237793,0.6949190497398376,0.8956954956054688,0.7862058877944946,0.6509956598281861
b1832	b4028,1.0,1.814295768737793,0.9290865302085876,1.3670700073242188,1.2109129190444947,0.907733941078186
b1495	b2764,1.0,0.598866081237793,0.7415621161460877,0.7641769289970398,0.5298582315444946,0.6412300348281861
b1602	b2023,1.0,0.637196159362793,0.8878633856773377,1.0721847534179687,1.0244871377944946,0.822187066078186
b0450	b3075,1.0,1.021229362487793,1.2644381046295166,1.0948776245117189,1.229760575294495,1.003730034828186
b0969	b4177,1.0,0.763905143737793,0.5939180850982666,0.9370773196220398,0.4291746377944946,0.481366753578186
b0178	b3493,1.0,1.3300184249877929,0.9391085028648376,1.3700607299804688,1.4775144815444947,0.784589409828186
b0178	b4172,1.0,1.460682487487793,1.4613619327545166,0.8292648196220398,1.6980223178863525,1.415546441078186
b0138	b3360,1.0,0.705116081237793,0.7973482511937618,0.7731857180595398,0.7447019815444946,0.7207222223281861
b0075	b1433,1.0,0.873866081237793,0.6741182684898377,0.8548751831054687,0.7057371377944947,0.679901909828186
b3493	b3494,1.0,0.847401237487793,0.8271456152200699,0.8523849487304688,0.7312254190444947,0.6470894098281861
b0811	b3058,1.0,0.777772331237793,0.8029390715062619,0.6837814211845398,0.8638426065444946,0.968183159828186
b2312	b3875,1.0,0.6803113937377929,0.8194185644388199,0.8900558352470398,0.7347410440444946,1.033417534828186
b0863	b3261,1.0,0.926112174987793,0.8667696356773377,1.2848800659179689,0.9229246377944946,0.878730034828186
b0010	b4238,1.0,1.321522331237793,1.0401339054107666,1.4314620971679688,0.9565183877944946,1.187030816078186
b0786	b2516,1.0,2.013123893737793,0.9665987372398376,0.7595626831054687,1.1724363565444946,0.827362847328186
b2312	b3731,1.0,0.895057487487793,0.8175020605325699,1.04474333524704,0.7569090127944946,0.758124566078186
b0242	b0687,1.0,0.743006706237793,0.8089937590062618,0.7064376831054687,0.7256590127944946,0.5655464410781861
b2762	b3609,1.0,0.902186393737793,0.8503267645835877,1.1289474487304687,0.7495847940444946,0.8637886285781861
b0243	b3819,1.0,1.073719596862793,0.7777071386575699,0.7780685424804688,0.9508543252944948,0.742597222328186
b0073	b1308,1.0,0.3976942300796509,0.4458101749420166,0.5723068118095398,0.5245847940444947,0.497480034828186
b0010	b3022,1.0,1.111561393737793,0.9762056708335876,0.9480636596679688,0.8631590127944946,1.010273003578186
b1679	b3612,1.0,1.143690299987793,1.0360689640045166,1.0915206789970398,0.8685301065444946,0.8701362848281861
b2818	b4211,1.0,0.783534049987793,0.9630098700523376,1.3190841674804688,0.9614988565444946,0.910565972328186
b0734	b3412,1.0,0.693885612487793,0.8041109465062618,0.8782394409179688,0.6763426065444946,0.7213081598281861
b1460	b4025,1.0,1.158338737487793,0.8905611395835876,1.0726242065429688,0.9357176065444948,0.8843940973281861
b1926	b2425,1.0,0.8609754562377929,0.7301241278648376,0.6574264407157898,0.8410887002944947,0.6978706598281861
b0109	b3059,1.0,0.658241081237793,0.5938204288482666,0.6086837649345398,0.6439207315444946,0.6050972223281861
b1214	b3386,1.0,0.896717643737793,1.2693819522857666,1.2113693237304688,0.8215574502944947,0.943964409828186
b0013	b1495,1.0,1.527967643737793,0.8830049872398377,1.0234298706054688,1.1034910440444947,1.537616753578186
b2543	b3022,1.0,1.006190299987793,0.9129061102867126,1.6845870971679688,0.8398191690444946,0.907831597328186
b3869	b3870,1.0,0.6373426437377929,0.7497530341148376,0.4905685424804687,0.7662840127944947,0.6430855035781861
b0109	b3656,1.0,0.594471549987793,0.7292330145835877,0.7116989135742188,0.9156980752944948,0.6372261285781861
b1263	b3221,1.0,0.683338737487793,0.6657564520835877,0.8875411868095398,0.7371824502944946,0.794159722328186
b0013	b3085,1.0,0.876795768737793,0.9079927802085876,1.0103073120117188,1.1071043252944943,1.003827691078186
b2476	b3983,1.0,0.629237174987793,0.6682711005210876,0.8767013430595398,0.8385008096694946,0.6948433160781861
b1822	b4245,1.0,0.693885612487793,0.7920259855687618,0.8658859133720398,0.5955808877944946,0.819257378578186
