genes,class,ppi_score,kfe_score,fit_score,exp_score,bla_score
b3836	b4237,1.0,0.8154968976974487,0.9063018202781676,0.9660336256027222,0.9326406002044678,0.9141940355300904
b2425	b3167,1.0,0.5354187726974488,0.8127837404608727,0.7096493303775787,0.7676015377044678,0.8201510667800903
b3652	b3842,1.0,1.2063172101974486,1.303994679450989,1.0463680982589725,0.6738515377044678,0.9067721605300904
b1214	b2296,1.0,1.5027039289474486,1.2287017107009888,1.1533383131027222,0.9632070064544678,1.1840182542800903
b1623	b2022,1.0,0.7381531476974488,0.8823271989822388,0.8702206432819366,0.8961171627044677,0.5899752855300904
b0594	b3612,1.0,1.0225281476974488,0.9134673476219176,0.9570370197296144,0.9627187252044678,1.1223971605300904
b0004	b0953,1.0,0.6585633039474488,0.9075835347175598,1.0243954300880431,0.6989491939544678,0.8069674730300903
b2898	b4177,1.0,0.6200867414474487,0.7136992692947388,0.8846737444400787,0.7477773189544678,0.6519870042800904
b2608	b2752,1.0,0.7734070539474487,0.9355986833572388,0.9305233597755432,0.6786366939544678,0.8358737230300903
b1234	b1643,1.0,1.0457703351974488,0.9665923357009888,1.1195614337921145,1.7047109127044675,1.0991549730300902
b0026	b3772,1.0,0.5505554914474488,0.7549102038145066,0.6897274613380432,0.5652577877044678,0.6861666917800904
b1308	b4544,1.0,0.7748230695724487,0.8934600114822387,0.9339657306671144,0.8916249752044678,0.8547213792800903
b1868	b4028,1.0,1.5091492414474488,1.0457061052322387,0.9688168168067932,0.9481679439544678,1.0708346605300902
b1492	b3008,1.0,0.6465515851974487,0.7855986818671227,0.8744686663150787,0.6212148189544677,0.7407565355300904
b1832	b3227,1.0,1.664032053947449,0.8598174452781677,0.8967953383922577,0.9116445064544678,0.8373385667800903
b2464	b2516,1.0,1.0535828351974488,1.2523833513259888,1.5819882154464722,1.682347631454468,1.8806979417800904
b2675	b3612,1.0,0.9357117414474488,0.8867095232009887,1.089288020133972,1.0484609127044675,0.8659518480300903
b1924	b2833,1.0,0.9071961164474488,0.9365935564041138,0.7079647719860077,0.9164296627044678,1.0875338792800904
b2147	b2752,1.0,0.6022156476974487,0.7202666521072387,0.6927914261817932,0.7538320064544678,0.7068698167800903
b2764	b3437,1.0,0.5217468976974488,0.7518828719854355,0.8042538225650787,0.6432851314544678,0.6153659105300904
b1855	b2516,1.0,0.8724304914474488,1.5039092302322388,1.3409725904464722,1.510960912704468,1.5934909105300905
b1407	b2258,1.0,1.052948069572449,1.0003813982009888,0.5761898517608642,1.744359350204468,0.8779635667800904
b2557	b4106,1.0,0.7338562726974487,0.8807769179344177,0.9020077347755432,0.5566640377044678,0.7216159105300903
b1623	b1693,1.0,0.8372742414474488,0.8569365739822388,0.7881161391735076,0.7370351314544678,0.7933932542800903
b2258	b3094,1.0,1.0162293195724488,1.004556202888489,0.8088925063610077,0.7218007564544677,0.9965182542800904
b3075	b3961,1.0,1.0645203351974488,1.1746733903884887,0.973943781852722,1.7655507564544677,0.9418307542800904
b3281	b3380,1.0,0.5765320539474488,0.4900054097175598,0.6933041214942932,0.6529531002044677,0.5244479417800904
b1783	b3671,1.0,0.6522156476974488,0.8461211532354355,0.6515316605567932,0.6972890377044678,0.6306002855300903
b3198	b4245,1.0,0.6310242414474487,0.7413848042488098,0.8890682876110076,0.7870351314544678,0.6606784105300904
b2463	b2516,1.0,0.8533875226974488,1.4746611833572387,1.1822323560714725,1.5714101314544675,0.9230807542800904
b1643	b2901,1.0,2.181903100013733,1.3986846208572388,1.637456965446472,1.6376210689544677,1.3574557542800902
b2414	b3466,1.0,0.5443054914474488,0.7117217183113098,0.966253352165222,0.7677968502044678,0.6101901292800903
b2637	b3817,1.0,1.4172547101974486,0.9299163103103638,0.8951229631900788,0.9664296627044676,0.8287448167800904
b1260	b1832,1.0,0.6529968976974487,0.9576323747634888,0.8422665417194366,0.5892812252044678,1.0215182542800902
b2913	b4307,1.0,0.6333679914474487,0.9667754411697388,0.8716122448444367,0.8457265377044678,0.7051120042800904
b0114	b2818,1.0,1.1182312726974488,0.9858550310134888,0.9690975785255432,0.9958241939544678,0.8192721605300903
b0243	b0713,1.0,0.5591980695724488,0.6581816911697388,0.6695858597755432,0.5793202877044678,0.7436862230300904
